{'source': 'The Sergeant', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Corpus Storage Container', 'itemName': 'Fieldron', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Water Pump Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Factory Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Industry Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Water Pump Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Factory Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Industry Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Water Pump Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Factory Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Forgotten Grineer Storage Container (Level 0 - 100)', 'itemName': 'Grineer Forest Industry Scene', 'rarity': 'Common', 'chance': 33.33, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Grineer Storage Container', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 227.64, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Grineer Storage Container', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 66.33, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Grineer Storage Container', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 6.03, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Grineer Storage Container', 'itemName': 'Detonite Injector', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 0 - 50)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 25.49, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 0 - 50)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 25.49, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 0 - 50)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 25.49, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 0 - 50)', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 20.17, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 0 - 50)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 3.36, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 51 - 75)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 45.35, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 51 - 75)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 27.33, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 51 - 75)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 27.33, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 51 - 75)', 'itemName': 'Asterite', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 51 - 75)', 'itemName': 'Gallos Rods', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 51 - 75)', 'itemName': 'Komms', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 76 - 100)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 37.28, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 76 - 100)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 76 - 100)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 76 - 100)', 'itemName': 'Asterite', 'rarity': 'Uncommon', 'chance': 17.78, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 76 - 100)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container (Level 76 - 100)', 'itemName': 'Nullstones', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container', 'itemName': 'Forma', 'rarity': 'Common', 'chance': 12.5, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 12.5, 'tablename': 'resourceByAvatar'}
{'source': 'Rare Orokin Storage Container', 'itemName': 'Forma', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Mania', 'itemName': 'Steel Essence', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Jester', 'itemName': 'Orvius Disc', 'rarity': 'Common', 'chance': 5, 'tablename': 'resourceByAvatar'}
{'source': 'General Sargas Ruk', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'General Sargas Ruk', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Scavenger Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Elite Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Heavy Gunner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Scorpion', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Ballista', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Seeker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Hellion', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Manic', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Manic Bombard', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Drekar Trooper', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Sensor Regulator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Spectator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Conculyst', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Conculyst', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Battalyst', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Battalyst', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Decaying Conculyst', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Decaying Conculyst', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Decaying Battalyst', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Decaying Battalyst', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Shield Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Shock Draga', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Shockwave Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Detron Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Sniper Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Stalker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Stalker', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Shadow Stalker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Shadow Stalker', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Latcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Oxium Osprey', 'itemName': 'Oxium', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Tenno Specter', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 4, 'tablename': 'resourceByAvatar'}
{'source': 'Mutalist Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tyl Regor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Tyl Regor', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Tyl Regor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Tyl Regor', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Corpus Storage Container', 'itemName': 'Fieldron', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Grineer Storage Container', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 303.52, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Grineer Storage Container', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 88.44, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Grineer Storage Container', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 8.04, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Grineer Storage Container', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 303.52, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Grineer Storage Container', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 88.44, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Grineer Storage Container', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 8.04, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Grineer Storage Container', 'itemName': 'Detonite Injector', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 0 - 50)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 24.64, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 0 - 50)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 24.64, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 0 - 50)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 24.64, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 0 - 50)', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 20.29, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 0 - 50)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 5.8, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 51 - 75)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 59.68, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 51 - 75)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 20.16, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 51 - 75)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 20.16, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 51 - 75)', 'itemName': 'Asterite', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 51 - 75)', 'itemName': 'Gallos Rods', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 51 - 75)', 'itemName': 'Komms', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 76 - 100)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 51.19, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 76 - 100)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 17.29, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 76 - 100)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 17.29, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 76 - 100)', 'itemName': 'Asterite', 'rarity': 'Uncommon', 'chance': 14.24, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 76 - 100)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container (Level 76 - 100)', 'itemName': 'Nullstones', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Orokin Storage Container', 'itemName': 'Forma', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Councilor Vay Hek', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Councilor Vay Hek', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Vay Hek Terra Frame', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Vay Hek Terra Frame', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Rathuum Broadcaster', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Vor', 'itemName': 'Rune Marrow', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Vor', 'itemName': 'Argon Crystal', 'rarity': 'Common', 'chance': 50, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Vor', 'itemName': 'Orokin Cell', 'rarity': 'Common', 'chance': 50, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Warden', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Warden', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Grineer Warden', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Sikula', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Therid', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Leaping Thrasher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Carnis', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Carnis', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Carnis Rex', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Jugulus', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Jugulus Rex', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Mutalist Osprey Carrier', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Saxum Rex', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Latrox Une', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Brood Mother', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Polyp-Hog Juggernaut', 'itemName': 'Pulsating Tubercles', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Polyp-Hog Juggernaut', 'itemName': 'Infected Palpators', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Polyp-Hog Juggernaut', 'itemName': 'Chitinous Husk', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Polyp-Hog Juggernaut', 'itemName': 'Severed Bile Sac', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Lancer Survivor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Trooper Survivor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Ancient Healer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Venin Mutalist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Saxum', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Saxum', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Tendril Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Pulsating Tubercles', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Infected Palpators', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Chitinous Husk', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Severed Bile Sac', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Pulsating Tubercles', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Infected Palpators', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Chitinous Husk', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Juggernaut', 'itemName': 'Severed Bile Sac', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Leaper', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Runner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Garv', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Swarm Mutalist Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Deimos Charger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Basal Diploid', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Basal Diploid Rex', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Feral Diploid', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Feral Diploid Rex', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Protector Stalker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Protector Stalker', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Mite', 'itemName': 'Vega Toroid', 'rarity': 'Common', 'chance': 1, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Flameblade', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Bombard', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Commander', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Observation Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Power Carrier', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Detron Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Dera Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Disc Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Elite Ranger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Geminex Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Glaxion Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Jailer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Leech Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Mine Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Mine Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Nullifier Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Nullifier Ranger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Prod Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Detron Ranger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Sapping Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Scavenger Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Shield Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Shield Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Shockwave Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Sniper Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Sniper Ranger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Oxium Osprey', 'itemName': 'Oxium', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Corpus Tech', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
