{'itemName': 'Target Acquired', 'enemyName': 'Tusk Thumper Bull', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Morphic Transformer', 'enemyName': 'Mutalist Lightning Carrier', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Morphic Transformer', 'enemyName': 'Mutalist Toxic Carrier', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Morphic Transformer', 'enemyName': 'Deimos Tendril Drone', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Morphic Transformer', 'enemyName': 'Exo Eviscerator', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Morphic Transformer', 'enemyName': 'Exo Supressor', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Hunter Adrenaline', 'enemyName': 'Hemocyte', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 28.95, 'tablename': 'modLocations'}
{'itemName': 'Hunter Adrenaline', 'enemyName': 'Ghoul Rictus Alpha', 'enemyModDropChance': 50, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Equilibrium', 'enemyName': 'Infested Corpus', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 7.52, 'tablename': 'modLocations'}
{'itemName': 'Equilibrium', 'enemyName': 'Ancient Infested', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 7.52, 'tablename': 'modLocations'}
{'itemName': 'Equilibrium', 'enemyName': 'Infested Grineer', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 7.52, 'tablename': 'modLocations'}
{'itemName': 'Ice Spring', 'enemyName': 'Kuva Jester', 'enemyModDropChance': 2.5, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Ice Spring', 'enemyName': 'Drekar Butcher', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Guardian', 'enemyName': 'Nox', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 19.36, 'tablename': 'modLocations'}
{'itemName': 'Guardian', 'enemyName': 'Orokin Drone', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Guardian', 'enemyName': 'Orokin Spectator', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Necramech Stretch', 'enemyName': 'Nechramech (Tier 3)', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Stabilizer', 'enemyName': 'Lephantis', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Carnis Carapace', 'enemyName': 'Infested Oni', 'enemyModDropChance': 10, 'rarity': 'Uncommon', 'chance': 22.11, 'tablename': 'modLocations'}
{'itemName': 'Carnis Carapace', 'enemyName': 'Deimos Carnis', 'enemyModDropChance': 10, 'rarity': 'Uncommon', 'chance': 22.11, 'tablename': 'modLocations'}
{'itemName': 'Carnis Carapace', 'enemyName': 'Deimos Carnis Rex', 'enemyModDropChance': 10, 'rarity': 'Uncommon', 'chance': 22.11, 'tablename': 'modLocations'}
{'itemName': 'Emergence Dissipate', 'enemyName': 'Void Angel', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Emergence Dissipate', 'enemyName': 'Ravenous Void Angel', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Emergence Dissipate', 'enemyName': 'Thrax Centurion', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Emergence Dissipate', 'enemyName': 'Thrax Legatus', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Tempo Royale', 'enemyName': 'Zealoid Prelate', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 2.78, 'tablename': 'modLocations'}
{'itemName': 'Tempo Royale', 'enemyName': 'Wolf Of Saturn Six', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 2.78, 'tablename': 'modLocations'}
{'itemName': 'Tempo Royale', 'enemyName': 'Isolator Bursa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Eternal Eradicate', 'enemyName': 'Void Angel', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Eternal Eradicate', 'enemyName': 'Ravenous Void Angel', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Eternal Eradicate', 'enemyName': 'Thrax Centurion', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Eternal Eradicate', 'enemyName': 'Thrax Legatus', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 6.67, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Vapos Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Taro Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Orm Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Axio Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Vorac Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Juno Malleus Machinist', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Corpus Power Carrier', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.66, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Nul Comba', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Sap Comba', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Slo Comba', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Fog Comba', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Narmer Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Detron Crewman', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Research Crewman', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Elite Crewman', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 20, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 20, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Chilling Grasp', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 20, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Flow Burn', 'enemyName': 'Elite Orm Basilisk', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 15.1, 'tablename': 'modLocations'}
{'itemName': 'Flow Burn', 'enemyName': 'Orm Basilisk', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Flow Burn', 'enemyName': 'Corpus Ramsled', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 31.06, 'tablename': 'modLocations'}
{'itemName': 'Flow Burn', 'enemyName': 'Elite Exo Flak', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 15.1, 'tablename': 'modLocations'}
{'itemName': 'Flow Burn', 'enemyName': 'Exo Flak', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Necramech Redirection', 'enemyName': 'Nechramech (Tier 1)', 'enemyModDropChance': 30, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Lock And Load', 'enemyName': 'Brachiolyst Disperser', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Lock And Load', 'enemyName': 'Erra', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Lock And Load', 'enemyName': 'Brachiolyst', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Lock And Load', 'enemyName': 'Tyro Conculyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Lock And Load', 'enemyName': 'Symbilyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Lock And Load', 'enemyName': 'Battalyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Lock And Load', 'enemyName': 'Decaying Battalyst', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.67, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Taro Basilisk', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Elite Axio Weaver', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 41.03, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Axio Weaver', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Elite Taro Weaver', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 59.66, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Elite Vorac Weaver', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 79.89, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Vorac Weaver', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Elite Kosma Flak', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 59.66, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Kosma Flak', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Elite Gyre Taktis', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 47.89, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Gyre Taktis', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Elite Gyre Cutter', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Ion Burn', 'enemyName': 'Gyre Cutter', 'enemyModDropChance': 15, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Magma Chamber', 'enemyName': 'Pyr Captain', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Magma Chamber', 'enemyName': 'Profit-Taker', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 2.56, 'tablename': 'modLocations'}
{'itemName': 'Necramech Deflection', 'enemyName': 'Deimos Jugulus Rex', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Tusk Reaver', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Tusk Hellion', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Tusk Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Nightwatch Reaver', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Kuva Hellion', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Kuva Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Arid Hellion', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Frontier Hellion', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Hellion', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Arid Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Frontier Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Drekar Elite Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Drekar Scorpion', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Drekar Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Lancer Survivor', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Narmer Commander', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Narmer Hellion', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Narmer Lancer', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Narmer Coildrive', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Kuva Lich Agor Rok (Level 0 - 69)', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Special Duty Coildrive', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Coildrive', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Rogg-417', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Heavy Trauma', 'enemyName': 'Orb Vallis - Enrichment Labs Enemies', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.92, 'tablename': 'modLocations'}
{'itemName': 'Contamination Casing', 'enemyName': 'Blite Captain', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Contamination Casing', 'enemyName': 'Profit-Taker', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 2.56, 'tablename': 'modLocations'}
{'itemName': 'Cruising Speed', 'enemyName': 'Taro Basilisk', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Cruising Speed', 'enemyName': 'Elite Taro Weaver', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 9.24, 'tablename': 'modLocations'}
{'itemName': 'Cruising Speed', 'enemyName': 'Elite Kosma Flak', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 9.24, 'tablename': 'modLocations'}
{'itemName': 'Cruising Speed', 'enemyName': 'Kosma Flak', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Cruising Speed', 'enemyName': 'Kosma Cutter', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 22.92, 'tablename': 'modLocations'}
{'itemName': "Butcher's Revelry", 'enemyName': 'Ghoul Rictus', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Defensive Fire', 'enemyName': 'Elite Orm Basilisk', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 1.37, 'tablename': 'modLocations'}
{'itemName': 'Defensive Fire', 'enemyName': 'Orm Basilisk', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Defensive Fire', 'enemyName': 'Orm Gox', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 2.02, 'tablename': 'modLocations'}
{'itemName': 'Defensive Fire', 'enemyName': 'Elite Orm Weaver', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 3.57, 'tablename': 'modLocations'}
{'itemName': 'Defensive Fire', 'enemyName': 'Orm Weaver', 'enemyModDropChance': 15, 'rarity': 'Rare', 'chance': 2.08, 'tablename': 'modLocations'}
{'itemName': 'Augur Seeker', 'enemyName': 'Tusk Thumper Doma', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Augur Seeker', 'enemyName': 'Tusk Thumper Bull', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Augur Seeker', 'enemyName': 'Tusk Thumper', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Augur Seeker', 'enemyName': 'Recon Commander', 'enemyModDropChance': 100, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Augur Seeker', 'enemyName': 'Narmer Thumper Doma', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Augur Seeker', 'enemyName': 'Narmer Thumper Bull', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Augur Seeker', 'enemyName': 'Narmer Thumper', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Howl', 'enemyName': 'Tamm', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Howl', 'enemyName': 'Corrupted Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Howl', 'enemyName': 'Kubrow', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Howl', 'enemyName': 'Kuva Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Howl', 'enemyName': 'Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Scattering Inferno', 'enemyName': 'Thermic Raknoid', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Self Destruct', 'enemyName': 'Vapos Fusion Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Self Destruct', 'enemyName': 'Fusion Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Stalk', 'enemyName': 'Tamm', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Stalk', 'enemyName': 'Corrupted Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Stalk', 'enemyName': 'Kubrow', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Stalk', 'enemyName': 'Kuva Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Stalk', 'enemyName': 'Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Gleaming Talon', 'enemyName': 'Vapos Sapping Osprey', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Gleaming Talon', 'enemyName': 'Sapping Osprey', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Gleaming Talon', 'enemyName': 'Leech Osprey', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Gleaming Talon', 'enemyName': 'Narmer Leech Osprey', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Gleaming Talon', 'enemyName': 'Narmer Mine Osprey', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Gleaming Talon', 'enemyName': 'Narmer Sapping Osprey', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.67, 'tablename': 'modLocations'}
{'itemName': 'Antitoxin', 'enemyName': 'Vapos Fusion Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Antitoxin', 'enemyName': 'Fusion Moa', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Melee Afflictions', 'enemyName': 'Sister Of Parvos (Ascension Hard Mode)', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Melee Afflictions', 'enemyName': 'Sister Of Parvos (Ascension Mode)', 'enemyModDropChance': 33, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Infectious Injection', 'enemyName': 'Blite Captain', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Battering Maneuver', 'enemyName': 'Drekar Seeker', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Hush', 'enemyName': 'Orokin Drone', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Hush', 'enemyName': 'Orokin Spectator', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Hastened Deflection', 'enemyName': 'Tamm', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Hastened Deflection', 'enemyName': 'Corrupted Drahk', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Hastened Deflection', 'enemyName': 'Kubrow', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Hastened Deflection', 'enemyName': 'Kuva Drahk', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Hastened Deflection', 'enemyName': 'Drahk', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Out Of Sight', 'enemyName': 'Lt Lech Kril', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 8.33, 'tablename': 'modLocations'}
{'itemName': 'Motus Signal', 'enemyName': 'Amalgam Moa', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 21.82, 'tablename': 'modLocations'}
{'itemName': 'Motus Signal', 'enemyName': 'Amalgam Kucumatz', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 21.82, 'tablename': 'modLocations'}
